timestamp ba_x ba_y ba_z bg_x bg_y bg_z
538.776000 0.15378161 0.00124821 -0.00522672 -0.00231785 0.00225480 0.00220762
539.308000 0.15414905 0.00127097 -0.00506507 -0.00232814 0.00226522 0.00222340
539.984000 0.15462094 0.00116459 -0.00482120 -0.00235380 0.00226667 0.00223328
540.220000 0.15516924 0.00110663 -0.00465254 -0.00234622 0.00227024 0.00219911
540.360000 0.15504153 0.00104395 -0.00460835 -0.00236234 0.00227592 0.00218200
540.648000 0.15547468 0.00121387 -0.00448338 -0.00236152 0.00228573 0.00219418
540.988000 0.15559433 0.00129154 -0.00442041 -0.00236831 0.00228831 0.00223775
541.356000 0.15576466 0.00129489 -0.00434801 -0.00237267 0.00229533 0.00224489
541.552000 0.15579973 0.00132900 -0.00431208 -0.00237734 0.00230179 0.00226650
541.840000 0.15584443 0.00136415 -0.00427856 -0.00237923 0.00230008 0.00229608
